,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1139,30,0,98.0,8731,0,0,1,0,0,0,7,0,0,0,1,5,5,1920,1950,0,0,7,8,1,0.0,1,1,2,1,0,0,6,645,0,0,270,915,0,2,0,0,1167,0,0,1167,0,0,1,0,3,1,1,6,2,1,2,1,1972.0,1,2,495,0,0,0,0,0,216,0,126,0,0,0,0,0,5,2007,0,0,144000
1140,20,0,60.0,7350,0,0,0,0,2,0,11,0,0,0,1,5,7,1951,1951,0,0,4,3,1,0.0,1,0,1,1,0,2,1,852,0,0,100,952,0,2,0,0,952,0,0,952,1,0,1,0,2,1,1,4,0,0,0,1,1988.0,1,2,840,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,2,1,139000
1142,60,0,77.0,9965,0,0,0,0,0,0,0,0,0,0,0,8,5,2006,2007,1,0,0,0,2,340.0,0,0,0,2,0,1,0,1150,0,0,316,1466,0,0,0,0,1466,1362,0,2828,1,0,3,0,4,1,0,11,0,1,1,2,2006.0,0,3,1052,0,0,0,125,144,0,0,0,0,0,0,0,0,4,2007,1,2,424870
1144,190,0,60.0,12180,0,0,0,0,0,0,18,0,0,1,2,4,4,1941,1950,0,0,1,1,1,0.0,1,1,2,0,0,0,6,348,0,0,324,672,2,3,1,2,672,252,0,924,1,0,1,0,2,1,3,5,0,0,0,1,1941.0,1,1,280,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2010,0,0,80000
1145,50,1,52.0,6240,0,0,0,0,0,0,7,0,0,0,2,5,6,1928,1950,0,0,1,1,1,0.0,1,0,2,1,0,0,2,0,0,0,1042,1042,0,0,0,0,1042,534,0,1576,0,0,1,0,3,1,1,8,0,1,2,1,1928.0,1,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2006,0,4,149000
1147,70,0,75.0,12000,0,0,0,1,0,0,2,0,0,0,0,7,7,1941,1950,0,0,1,1,1,0.0,1,0,1,1,0,0,3,275,0,0,429,704,0,0,0,0,860,704,0,1564,0,0,1,1,3,1,3,7,0,1,2,0,1941.0,1,1,234,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2009,0,0,174500
1149,70,1,50.0,9000,0,0,0,0,0,0,6,2,0,0,0,7,9,1920,1988,1,0,0,0,1,0.0,1,2,0,1,0,0,1,624,0,0,26,650,0,0,0,0,832,650,0,1482,0,1,1,0,3,1,1,7,0,0,0,1,1930.0,1,2,324,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2009,0,0,143000
1150,20,0,57.0,8280,0,0,1,0,0,0,11,0,0,0,1,6,5,1950,1950,0,0,3,7,1,0.0,1,0,1,1,0,0,2,0,0,0,932,932,0,0,0,2,932,0,0,932,0,0,1,0,2,1,0,4,0,1,2,0,1950.0,1,1,306,0,0,0,0,0,214,0,0,0,0,2,0,0,11,2007,0,0,124000
1151,20,0,134.0,17755,0,0,0,0,0,0,18,0,0,0,1,5,4,1959,1959,0,0,4,5,0,132.0,1,0,1,1,0,0,6,176,0,0,1290,1466,0,2,0,0,1466,0,0,1466,0,0,1,1,3,1,3,6,0,2,2,0,1959.0,2,2,528,0,0,0,0,140,0,0,100,0,0,0,0,0,11,2006,0,0,149900
1152,20,0,90.0,14115,0,0,1,0,0,0,2,0,0,0,1,6,7,1956,2004,0,0,11,14,1,0.0,1,0,0,1,0,0,1,296,4,547,230,1073,0,0,0,0,1811,0,0,1811,0,0,1,0,2,1,2,6,0,1,2,0,1956.0,2,2,470,0,0,0,0,0,280,0,0,0,0,0,0,0,7,2006,0,1,230000
1155,20,0,90.0,10768,0,0,1,0,2,0,1,0,0,0,1,5,8,1976,2004,0,0,8,5,1,0.0,0,2,1,0,0,1,1,1157,0,0,280,1437,0,2,0,0,1437,0,0,1437,1,0,2,0,3,1,0,6,0,1,4,0,1976.0,0,2,528,0,0,0,0,21,0,0,180,0,0,0,0,0,7,2007,0,0,218000
1156,80,0,85.0,9350,0,0,0,0,0,0,11,0,0,0,4,5,8,1965,1999,0,0,3,7,1,0.0,1,2,0,1,0,1,1,633,0,0,586,1219,0,1,0,0,1265,0,0,1265,0,1,2,0,3,1,0,6,0,1,2,0,1965.0,0,2,502,0,0,0,0,92,0,96,0,0,0,1,0,0,10,2008,0,0,179900
1157,120,0,34.0,5001,0,0,1,0,0,0,9,0,0,4,1,7,5,2007,2008,0,0,0,0,2,166.0,0,0,0,0,0,0,0,904,0,0,410,1314,0,0,0,0,1314,0,0,1314,1,0,2,0,2,1,0,6,0,1,2,0,2008.0,0,2,626,0,0,0,172,62,0,0,0,0,0,0,0,0,7,2009,0,0,230000
1158,20,0,92.0,11932,0,0,0,0,1,0,5,1,0,0,1,8,5,2007,2008,0,0,0,0,2,186.0,0,0,0,0,0,0,2,0,0,0,1580,1580,0,0,0,0,1580,0,0,1580,0,0,2,0,3,1,0,7,0,0,0,0,2008.0,0,3,830,0,0,0,0,24,0,0,0,0,0,0,0,0,6,2008,7,2,235128
1159,60,0,76.0,9120,0,0,0,0,0,0,19,0,0,0,0,6,6,1974,1974,1,0,4,3,0,270.0,0,0,1,1,0,0,1,442,0,0,459,901,0,2,0,0,943,933,0,1876,0,0,2,1,4,1,0,8,0,1,1,0,1974.0,0,2,540,2,0,0,0,69,0,0,0,0,0,0,0,0,7,2008,0,0,185000
1160,160,0,24.0,2280,0,0,0,0,0,0,20,0,0,4,0,6,5,1978,1978,0,0,8,10,1,0.0,1,0,1,0,0,0,1,311,0,0,544,855,0,3,0,0,855,601,0,1456,0,0,2,1,3,1,1,7,0,1,1,0,1978.0,1,2,440,0,0,0,26,0,0,0,0,0,0,0,0,0,7,2010,0,0,146000
1162,20,0,109.0,8724,0,0,0,0,0,0,8,0,0,0,1,5,5,1968,1968,0,0,0,0,1,0.0,1,0,1,0,0,0,6,492,0,0,402,894,0,1,0,0,894,0,0,894,0,0,1,0,3,1,1,5,0,1,5,0,1968.0,2,2,450,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2007,0,0,129000
1163,90,0,60.0,12900,0,0,0,0,0,0,8,1,0,2,7,4,4,1969,1969,0,0,8,5,1,0.0,1,0,1,0,0,3,0,1198,0,0,0,1198,0,2,0,0,1258,0,0,1258,2,0,0,2,0,2,1,6,0,0,0,3,1969.0,1,2,400,1,0,0,120,0,0,0,0,0,0,0,0,0,1,2008,0,3,108959
1165,20,0,79.0,9541,0,0,1,0,0,0,9,0,0,0,1,7,5,2009,2009,0,0,0,0,2,268.0,0,0,0,0,0,0,2,0,0,0,1502,1502,0,0,0,0,1502,0,0,1502,0,0,2,0,3,1,0,7,0,0,0,0,2009.0,0,2,644,0,0,0,0,114,0,0,0,0,0,0,0,0,9,2009,1,2,233170
1166,20,0,64.0,10475,0,0,1,0,2,0,0,0,0,0,1,8,5,2008,2008,0,0,0,0,2,72.0,0,0,0,0,0,3,2,0,0,0,1694,1694,0,0,0,0,1694,0,0,1694,0,0,2,0,3,1,0,7,0,0,0,0,2008.0,0,3,776,0,0,0,160,33,0,0,0,0,0,0,0,0,2,2010,0,0,245350
1167,60,0,58.0,10852,0,0,1,0,0,0,17,5,0,0,0,6,5,2000,2000,0,0,0,0,1,0.0,1,0,0,0,0,0,0,786,0,0,173,959,0,0,0,0,959,712,0,1671,1,0,2,1,3,1,1,7,0,1,1,0,2000.0,2,2,472,0,0,0,0,38,0,0,0,0,0,0,0,0,2,2006,0,0,173000
1168,70,0,120.0,13728,0,0,0,0,2,0,18,0,0,0,0,6,7,1935,1986,1,0,7,8,1,0.0,1,0,1,1,0,0,3,626,0,0,501,1127,0,0,0,0,1236,872,0,2108,0,0,2,0,4,1,0,7,0,2,1,4,1935.0,1,2,540,0,0,0,0,0,0,0,90,0,0,0,0,0,7,2008,0,0,235000
1169,60,0,118.0,35760,0,0,1,0,3,0,3,0,0,0,0,10,5,1995,1996,1,0,4,3,0,1378.0,0,2,0,2,0,1,0,1387,0,0,543,1930,0,0,0,0,1831,1796,0,3627,1,0,3,1,4,1,0,10,0,1,1,0,1995.0,2,3,807,0,0,0,361,76,0,0,0,0,0,0,0,0,7,2006,0,0,625000
1170,80,0,76.0,9880,0,0,0,0,0,0,4,0,0,0,4,6,6,1977,1977,0,0,8,5,1,0.0,1,0,1,1,0,3,1,522,0,0,574,1096,0,2,0,0,1118,0,0,1118,1,0,1,0,3,1,1,6,0,1,5,0,1977.0,2,1,358,0,0,0,203,0,0,0,0,576,3,2,0,0,7,2008,0,0,171000
1171,20,0,76.0,9120,0,0,0,0,0,0,11,0,0,0,1,6,6,1958,1958,1,0,1,1,1,0.0,1,0,1,1,0,0,1,662,0,0,599,1261,0,0,0,0,1261,0,0,1261,1,0,1,0,3,1,1,6,0,1,1,0,1958.0,0,2,433,0,0,0,0,0,0,0,288,0,0,0,1,1400,11,2008,0,0,163000
1172,160,3,35.0,4017,0,2,1,0,0,0,5,0,0,3,0,7,5,2006,2007,0,0,1,1,1,0.0,0,0,0,0,0,0,2,0,0,0,625,625,0,0,0,0,625,625,0,1250,0,0,2,1,2,1,0,5,0,0,0,1,2006.0,2,2,625,0,0,0,0,54,0,0,0,0,0,0,0,0,3,2008,0,0,171900
1174,70,0,80.0,16560,0,0,1,0,0,0,2,0,0,0,0,6,8,1932,1950,0,0,2,4,1,0.0,1,0,2,0,0,0,3,503,0,0,449,952,0,2,0,0,1170,1175,0,2345,0,0,2,1,4,1,1,9,0,1,2,1,1932.0,1,2,360,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,239000
1175,50,0,85.0,10678,0,0,0,0,0,0,3,0,0,0,2,8,5,1992,2000,1,0,4,3,0,337.0,0,0,0,0,0,0,0,700,0,0,983,1683,0,0,0,0,2129,743,0,2872,0,0,2,1,4,1,0,9,0,1,1,0,1992.0,2,2,541,0,0,0,0,33,0,0,0,0,0,0,0,0,4,2007,0,0,285000
1176,20,0,37.0,6951,0,0,1,0,3,0,4,0,0,0,1,5,5,1984,1985,0,0,4,5,1,0.0,1,0,1,1,0,0,1,658,0,0,218,876,0,2,0,0,923,0,0,923,1,0,1,0,3,1,1,5,0,0,0,0,1984.0,1,1,264,0,0,0,362,0,0,0,0,0,0,1,0,0,10,2008,0,0,119500
1178,50,0,54.0,7681,0,0,1,0,1,0,2,0,0,0,2,5,6,1921,1950,0,0,2,4,1,0.0,1,0,2,1,0,0,2,0,0,0,731,731,0,0,0,0,820,523,0,1343,0,0,1,1,3,1,1,7,0,1,2,1,1921.0,1,1,186,1,0,0,192,0,102,0,0,0,0,0,0,0,7,2009,0,0,154900
1181,120,1,64.0,5587,0,0,1,3,0,1,2,0,0,3,1,8,5,2008,2008,1,0,6,6,2,186.0,2,0,0,2,0,1,0,1480,0,0,120,1600,0,0,0,0,1652,0,0,1652,1,1,2,0,2,1,0,5,0,1,2,0,2008.0,2,2,482,0,0,0,162,53,0,153,0,0,0,0,0,0,11,2008,1,2,392500
1182,60,0,160.0,15623,0,0,1,0,2,0,3,0,0,0,0,10,5,1996,1996,1,0,2,11,1,0.0,0,0,0,2,0,3,0,2096,0,0,300,2396,0,0,0,0,2411,2065,0,4476,1,0,3,1,4,1,2,10,0,2,1,0,1996.0,2,3,813,0,0,0,171,78,0,0,0,555,1,1,0,0,7,2007,0,1,745000
1183,30,0,60.0,10800,0,1,0,0,0,0,6,0,0,0,1,5,6,1920,1950,1,0,7,8,1,0.0,1,0,2,1,0,0,3,821,0,0,299,1120,0,0,0,0,1130,0,0,1130,1,0,1,0,2,1,1,5,0,1,2,1,1970.0,1,2,720,0,0,0,229,0,0,0,0,0,0,0,0,0,6,2006,0,0,120000
1184,20,0,50.0,35133,1,0,0,0,0,1,14,0,0,0,1,5,4,1963,1963,1,0,1,1,0,226.0,1,0,1,1,0,1,3,1159,0,0,413,1572,0,1,0,0,1572,0,0,1572,1,0,1,1,3,1,1,5,0,2,1,5,1963.0,0,3,995,0,0,0,0,263,0,0,263,0,0,0,0,0,5,2007,0,0,186700
1185,50,0,60.0,9738,0,0,0,0,0,0,18,0,0,0,2,5,7,1924,1950,0,0,9,9,1,0.0,1,2,2,1,0,0,6,392,0,0,392,784,0,1,0,0,949,272,0,1221,1,0,1,0,4,1,1,7,0,0,0,0,1965.0,1,1,392,0,0,0,0,0,236,0,0,0,0,0,0,0,3,2006,0,0,104900
1186,190,0,107.0,10615,0,0,1,1,2,1,6,2,1,1,0,3,5,1900,1970,0,0,4,3,1,0.0,1,0,1,4,0,2,6,440,0,0,538,978,0,2,0,0,1014,685,0,1699,1,0,2,0,3,2,1,7,0,0,0,3,1920.0,1,2,420,1,1,0,0,74,0,0,0,0,0,0,0,0,8,2009,0,1,95000
1187,20,0,89.0,12461,0,0,0,0,2,0,3,0,0,0,1,8,5,1994,1995,0,0,12,11,1,0.0,0,0,0,0,0,0,0,1456,0,0,168,1624,0,0,0,0,1624,0,0,1624,1,0,2,0,2,1,0,5,0,1,4,0,1994.0,0,3,757,0,0,0,0,114,192,0,0,0,0,2,0,0,7,2006,0,0,262000
1188,60,0,68.0,8935,0,0,1,0,0,0,0,0,0,0,0,7,5,2002,2002,0,0,0,0,0,95.0,0,0,0,0,0,0,2,0,0,0,831,831,0,0,0,0,831,829,0,1660,0,0,2,1,3,1,0,7,0,0,0,0,2002.0,0,2,493,0,0,0,144,68,0,0,0,0,0,0,0,0,7,2009,0,0,195000
1189,60,0,60.0,7500,0,0,0,0,0,0,17,0,0,0,0,7,5,1999,1999,0,0,0,0,1,0.0,1,0,0,1,0,0,2,0,0,0,994,994,0,1,0,0,1028,776,0,1804,0,0,2,1,3,1,0,7,0,1,1,0,1999.0,2,2,442,0,0,0,140,60,0,0,0,0,0,0,0,0,6,2010,0,0,189000
1191,160,3,24.0,2645,0,2,0,0,0,0,5,0,0,4,0,8,5,1999,2000,0,0,1,1,0,456.0,0,0,0,0,0,0,2,0,0,0,776,776,0,0,0,0,764,677,0,1441,0,0,2,1,2,1,0,5,0,0,0,1,1999.0,1,2,492,0,0,0,206,0,0,0,0,0,0,0,0,0,11,2007,0,0,174000
1192,50,1,60.0,9600,0,1,0,0,0,0,6,0,0,0,2,5,8,1925,1994,2,0,0,0,1,0.0,1,0,0,1,0,2,2,0,0,0,702,702,0,1,0,0,842,630,0,1472,0,0,1,0,3,1,0,6,0,0,0,1,1925.0,1,1,250,0,1,2,0,0,84,0,0,0,0,3,0,0,7,2007,0,0,125000
1194,60,0,80.0,9364,0,0,0,0,2,0,8,0,0,0,0,6,7,1969,1969,0,0,4,3,2,143.0,1,0,1,1,0,0,1,371,0,0,292,663,0,2,0,0,663,689,0,1352,0,0,1,1,4,1,1,7,0,0,0,0,1969.0,2,1,299,0,0,0,379,36,0,0,0,0,0,1,0,0,3,2010,0,0,158000
1195,60,0,51.0,8029,0,0,1,0,0,0,17,0,0,0,0,6,5,2005,2005,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,728,728,0,0,0,0,728,728,0,1456,0,0,2,1,3,1,0,8,0,0,0,0,2005.0,2,2,400,0,0,0,100,24,0,0,0,0,0,0,0,0,7,2008,0,0,176000
1196,60,0,58.0,14054,0,0,1,0,0,0,17,0,0,0,0,7,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,0,3,2,0,0,0,879,879,0,0,0,0,879,984,0,1863,0,0,2,1,4,1,0,9,0,1,2,2,2006.0,2,3,660,0,0,0,100,17,0,0,0,0,0,0,0,0,11,2006,1,2,219210
1197,75,1,65.0,8850,0,0,1,1,2,0,6,0,0,0,5,7,6,1916,1950,0,0,1,1,1,0.0,1,0,2,1,0,0,2,0,0,0,815,815,0,0,0,0,815,875,0,1690,0,0,1,0,3,1,1,7,0,1,2,1,1916.0,1,1,225,0,0,0,0,0,330,0,0,0,0,0,0,0,7,2006,5,0,144000
1198,20,0,70.0,9100,0,0,0,0,0,0,0,0,0,0,1,7,5,2001,2001,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,1212,1212,0,0,0,0,1212,0,0,1212,0,0,2,0,3,1,0,6,0,0,0,0,2001.0,0,2,573,0,0,0,356,0,0,0,0,0,0,0,0,0,6,2009,0,0,178000
1199,20,0,75.0,11235,0,0,0,0,0,0,8,0,0,0,1,4,5,1963,1979,0,0,4,3,0,51.0,1,0,1,1,0,0,3,547,0,0,504,1051,0,1,0,0,1382,0,0,1382,0,0,1,1,3,1,1,6,0,1,5,0,1974.0,1,2,459,0,0,0,0,82,0,0,0,0,0,0,0,0,10,2006,0,0,148000
1200,20,0,71.0,9353,0,0,0,0,0,0,11,0,0,0,1,4,5,1970,1970,0,0,1,1,1,0.0,1,0,1,1,0,0,2,0,0,0,864,864,0,1,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,0,0,1972.0,1,1,280,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2006,8,1,116050
1201,60,0,80.0,10400,0,0,0,0,2,0,0,0,0,0,0,7,5,1998,1998,0,0,0,0,1,0.0,1,0,0,0,0,3,2,0,0,0,866,866,0,0,0,0,866,913,0,1779,0,0,2,1,3,1,0,6,0,0,0,0,1998.0,0,2,546,0,0,0,198,36,0,0,0,0,0,0,0,0,3,2009,0,0,197900
1202,50,1,50.0,6000,0,0,0,0,2,0,7,0,0,0,2,5,8,1925,1997,0,0,2,4,1,0.0,1,0,2,1,0,0,2,0,0,0,884,884,0,0,0,0,884,464,0,1348,1,0,1,0,3,1,1,5,0,1,4,1,1960.0,1,1,216,0,0,1,0,0,208,0,0,0,0,0,0,0,5,2009,0,0,117000
1203,20,0,75.0,9750,0,0,0,0,0,0,0,0,0,0,1,7,5,2000,2001,0,0,0,0,0,171.0,0,0,0,0,0,0,2,0,0,0,1630,1630,0,0,0,0,1630,0,0,1630,0,0,2,0,3,1,0,6,0,1,1,0,2000.0,1,2,451,0,0,0,74,234,0,0,0,0,0,0,0,0,10,2009,0,0,213000
1204,20,0,78.0,10140,0,0,0,0,0,0,19,0,0,0,1,5,6,1975,1975,0,0,4,3,1,0.0,1,0,1,0,0,0,1,788,0,0,268,1056,0,0,0,0,1074,0,0,1074,1,0,1,1,3,1,1,6,0,0,0,0,1975.0,0,2,495,0,0,0,0,88,0,0,0,0,0,1,0,0,7,2006,0,0,153500
1205,20,0,90.0,14684,0,0,1,0,3,0,10,0,0,0,1,7,7,1990,1991,1,0,4,3,0,234.0,0,0,1,0,0,2,1,485,3,177,1496,2158,0,1,0,0,2196,0,0,2196,0,0,2,0,3,1,0,7,0,1,1,0,1990.0,0,3,701,0,0,0,84,70,0,0,0,0,0,0,0,0,6,2009,0,0,271900
1207,20,0,70.0,9135,0,0,0,0,0,0,0,0,0,0,1,6,5,2003,2003,0,0,0,0,0,120.0,0,0,0,0,0,3,0,340,0,0,1342,1682,0,0,0,0,1700,0,0,1700,1,0,2,0,3,1,0,7,0,0,0,0,2003.0,0,2,544,0,0,0,192,23,0,0,0,0,0,0,0,0,5,2006,0,0,200000
1208,20,0,70.0,7763,0,0,0,0,0,0,11,0,0,0,1,5,7,1962,1980,0,0,1,1,1,0.0,1,2,1,1,0,0,3,504,3,108,319,931,0,2,0,0,1283,0,0,1283,1,0,1,0,3,1,1,6,0,0,0,1,1980.0,1,2,506,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008,0,0,140000
1209,20,0,85.0,10182,0,0,1,0,3,0,5,4,0,0,1,8,5,2006,2006,1,0,0,0,2,420.0,0,0,0,2,0,2,0,1220,0,0,440,1660,0,0,0,0,1660,0,0,1660,1,0,2,0,3,1,0,8,0,1,2,0,2006.0,0,2,500,0,0,0,322,50,0,0,0,0,0,0,0,0,5,2006,1,2,290000
1210,60,0,70.0,11218,0,0,0,0,0,0,10,0,0,0,0,6,5,1992,1992,0,0,2,4,1,0.0,0,0,0,0,0,0,2,0,0,0,1055,1055,0,0,0,0,1055,790,0,1845,0,0,2,1,3,1,0,8,0,1,1,0,1992.0,0,2,462,0,0,0,635,104,0,0,0,0,0,2,1,400,5,2010,0,0,189000
1211,50,0,152.0,12134,0,0,1,1,0,1,17,0,0,0,2,8,7,1988,2005,0,0,2,4,1,0.0,0,0,3,0,0,3,0,427,0,0,132,559,0,1,0,0,1080,672,0,1752,0,0,2,0,4,1,1,8,0,0,0,4,1988.0,0,2,492,0,0,0,325,12,0,0,0,0,0,0,0,0,6,2010,0,0,164000
1212,30,0,50.0,9340,0,0,0,0,0,0,18,0,0,0,1,4,6,1941,1950,1,0,1,1,1,0.0,1,0,1,1,0,0,3,344,0,0,328,672,0,2,0,0,672,0,0,672,1,0,1,0,2,1,1,4,0,0,0,0,1941.0,1,1,234,0,0,1,0,113,0,0,0,0,0,0,0,0,8,2009,0,0,113000
1214,85,0,69.0,10205,0,0,1,0,0,0,11,0,0,0,7,5,5,1962,1962,0,0,1,1,1,0.0,1,0,1,1,0,3,6,784,0,0,141,925,0,2,0,0,999,0,0,999,1,0,1,0,3,1,1,6,0,0,0,0,1962.0,1,1,300,0,0,0,150,72,0,0,0,0,0,0,0,0,5,2006,0,0,134500
1215,20,0,99.0,7094,0,0,1,0,0,0,8,0,0,0,1,5,5,1966,1966,0,0,0,0,1,0.0,1,0,1,1,0,0,3,180,5,374,340,894,0,2,0,0,894,0,0,894,0,0,1,0,3,1,1,5,0,0,0,1,1966.0,0,1,384,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2007,0,0,125000
1216,90,1,68.0,8930,0,0,0,0,0,0,8,3,0,2,2,6,5,1978,1978,0,0,0,0,1,0.0,1,0,4,3,2,4,4,0,1,0,0,0,0,2,0,0,1318,584,0,1902,0,0,2,0,4,2,1,8,0,0,0,0,1978.0,1,2,539,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,0,112000
1217,20,3,72.0,8640,0,0,0,0,0,0,5,0,0,0,1,8,5,2009,2009,0,0,6,6,2,72.0,0,0,0,0,0,2,0,936,0,0,364,1300,0,0,0,0,1314,0,0,1314,1,0,2,0,3,1,0,6,0,0,0,0,2009.0,0,2,552,0,0,0,135,112,0,0,0,0,0,0,0,0,9,2009,1,2,229456
1220,20,0,66.0,7800,0,0,1,0,0,0,11,0,0,0,1,5,5,1964,1964,0,0,2,4,1,0.0,1,0,1,1,0,0,3,312,5,600,0,912,0,2,0,0,912,0,0,912,0,0,1,0,2,1,1,5,0,0,0,0,1964.0,1,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2006,0,1,115000
1221,20,0,55.0,8250,0,0,0,0,0,0,8,1,0,0,1,5,5,1968,1968,1,0,4,3,1,0.0,1,0,1,1,0,0,6,250,5,492,210,952,0,0,0,0,1211,0,0,1211,0,0,1,0,3,1,1,5,0,1,1,0,1968.0,1,1,322,0,0,0,0,63,0,0,0,0,0,0,0,0,8,2008,0,0,134000
1222,50,0,78.0,10496,0,0,0,0,0,0,11,2,0,0,2,6,6,1949,1950,0,0,2,4,0,320.0,1,0,1,1,0,2,3,196,0,0,844,1040,0,0,0,0,1168,678,0,1846,0,0,2,0,3,1,1,7,0,1,2,0,1949.0,1,1,315,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2007,0,0,143000
1223,20,0,89.0,10680,0,0,0,0,0,0,11,0,0,0,1,5,3,1951,1951,1,0,2,4,0,44.0,1,0,1,1,3,0,5,756,0,0,1380,2136,0,2,1,2,2136,0,0,2136,0,0,2,0,4,1,1,7,4,0,0,1,1951.0,1,2,528,0,0,0,0,30,0,0,0,0,0,1,0,0,10,2006,0,0,137900
1224,60,0,60.0,15384,0,0,1,0,0,0,17,5,0,0,0,7,5,2004,2005,0,0,0,0,1,0.0,0,0,0,0,0,3,0,724,0,0,64,788,0,0,0,0,788,702,0,1490,1,0,2,1,3,1,0,8,0,1,2,0,2004.0,2,2,388,0,0,0,100,75,0,0,0,0,0,0,0,0,2,2008,0,0,184000
1225,80,0,65.0,10482,0,0,0,0,0,0,11,0,0,0,4,6,8,1958,1958,1,0,0,0,0,63.0,1,2,1,1,0,3,0,507,0,0,81,588,0,0,0,0,1138,0,0,1138,0,1,1,0,3,1,1,6,0,0,0,0,1958.0,0,1,264,0,0,0,224,0,0,0,0,0,0,4,0,0,6,2007,0,0,145000
1226,60,0,86.0,14598,0,0,1,0,3,0,5,1,0,0,0,6,5,2007,2007,0,0,0,0,2,74.0,0,0,0,0,0,2,2,0,0,0,894,894,0,0,0,0,894,1039,0,1933,0,0,2,1,4,1,0,9,0,1,2,2,2007.0,2,3,668,0,0,0,100,18,0,0,0,0,0,0,0,0,1,2008,0,0,214000
1227,20,0,72.0,8872,0,0,0,0,2,0,11,0,0,0,1,5,8,1965,2008,0,0,0,0,0,300.0,1,0,1,1,0,0,1,595,0,0,317,912,0,0,0,0,912,0,0,912,1,0,1,0,2,1,0,5,0,0,0,1,1992.0,1,2,576,0,0,0,0,240,0,0,0,0,0,0,0,0,12,2008,0,0,147000
1228,120,0,65.0,8769,0,0,0,0,2,0,9,0,0,3,1,9,5,2008,2008,1,0,1,1,0,766.0,2,0,0,2,0,0,0,1540,0,0,162,1702,0,0,0,0,1702,0,0,1702,1,0,1,1,1,1,2,7,0,1,2,0,2008.0,2,3,1052,0,0,0,0,72,0,0,224,0,0,0,0,0,10,2008,1,2,367294
1229,80,0,70.0,7910,0,0,0,0,0,0,11,0,0,0,4,5,5,1960,1960,1,0,3,3,1,0.0,1,0,1,1,0,0,1,666,0,0,409,1075,0,1,0,0,1507,0,0,1507,0,0,2,0,4,1,1,7,2,0,0,4,1960.0,1,1,404,0,0,0,0,0,0,0,0,0,0,3,0,0,8,2008,0,0,127000
1231,90,0,70.0,7728,0,0,0,0,0,0,11,0,0,2,4,5,6,1962,1962,1,0,2,4,0,120.0,1,0,1,1,0,3,1,803,0,0,303,1106,0,2,0,0,1190,0,0,1190,1,0,1,0,3,1,1,6,0,0,0,0,1962.0,1,2,540,0,0,0,0,18,0,0,0,0,0,3,0,0,5,2006,0,0,132500
1232,90,0,70.0,9842,0,0,0,0,1,0,11,0,0,2,1,4,5,1962,1962,0,0,4,3,1,0.0,1,0,4,3,2,4,4,0,1,0,0,0,0,2,0,0,1224,0,0,1224,0,0,2,0,2,2,1,6,0,0,0,3,1962.0,1,2,462,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2007,0,0,101800
1235,70,0,96.0,13132,0,0,0,0,0,0,2,0,0,0,0,5,5,1914,1950,0,0,2,4,1,0.0,1,0,2,0,0,2,2,0,0,0,747,747,0,1,0,1,892,892,0,1784,0,0,1,1,4,1,1,9,0,0,0,1,1914.0,1,1,180,1,1,1,203,40,0,0,0,0,0,0,0,0,7,2006,0,0,138887
